200033,0
200100,0
200249,0
200274,0
200319,0
200351,0
200380,0
200383,0
200447,0
200452,0
200504,0
200517,0
200523,0
200562,0
200620,0
200634,0
200644,0
200678,0
200686,0
200691,0
200700,0
200733,0
200770,0
200795,0
200796,0
240002,0
240037,0
240077,0
240088,0
240140,0
240211,0
240234,0
240313,0
240333,0
240346,0
240373,0
240381,0
240410,0
240411,0
240439,0
240461,0
240474,0
240498,0
240534,0
240536,0
240537,0
240563,0
240581,0
240582,0
240647,0
320007,1
320013,1
320022,1
320024,1
320038,1
320047,1
320061,1
320099,1
320124,1
320132,1
320141,1
320143,1
320162,1
320194,1
320198,1
320212,1
320226,1
320264,1
320287,1
320291,1
320295,1
320316,1
320350,1
320352,1
320379,1
360007,1
360024,1
360033,1
360083,1
360086,1
360110,1
360131,1
360163,1
360165,1
360224,1
360232,1
360279,1
360282,1
360287,1
360298,1
360301,1
360317,1
360319,1
360344,1
360376,1
360382,1
360423,1
360439,1
360465,1
360489,1
