400023,0
400057,0
400060,0
400067,0
400089,0
400103,0
400110,0
400119,0
400155,0
400166,0
400184,0
400211,0
400232,0
400243,0
400259,0
400266,0
400283,0
400319,0
400357,0
400393,0
400395,0
400435,0
400479,0
400569,0
400589,0
440003,0
440033,0
440039,0
440084,0
440098,0
440178,0
440183,0
440242,0
440259,0
440329,0
440330,0
440408,0
440422,0
440439,0
440489,0
440498,0
440524,0
440545,0
440586,0
440590,0
440640,0
440659,0
440668,0
440686,0
440726,0
520005,1
520025,1
520065,1
520086,1
520112,1
520212,1
520221,1
520222,1
520286,1
520305,1
520316,1
520320,1
520331,1
520415,1
520419,1
520473,1
520488,1
520501,1
520502,1
520525,1
520549,1
520577,1
520599,1
520611,1
520625,1
560007,1
560066,1
560070,1
560119,1
560149,1
560181,1
560186,1
560198,1
560250,1
560336,1
560362,1
560376,1
560427,1
560439,1
560454,1
560491,1
560506,1
560540,1
560569,1
560618,1
560620,1
560643,1
560653,1
560683,1
560687,1
