ID	text	label
6501	Bild viel schöner als das Original. Kein schöner Stoff, fällt leider nicht schön und sieht nicht sehr wertig aus - klar, hätte ich mir bei denn preis denken können. Schade! 	0
6601	Emre. 2 Sterne weil das Shirt mit einem Fleck kam ich bestelle öfters diese t Shirts aber das geht garnicht wenn man ein neu verpacktes t Shirt erwartet und da ein Fleck ist hoffe mal der geht beim waschen raus 	0
6701	Schade. Leider sind die Fäden beim waschen aufgegangen 	0
6801	Geht so. Jacke fällt an den Armen kurz aus obwohl ich vorsorglich eine Nummer größer bestellt habe. Preis/Leistung geht so für den Preis darf man nicht viel erwarten. Jacke ist aus sweatstoff für kalte Herbst Tage zu dünn. Schade. 	0
6901	Was bequemes für Privat.. Durschnitt nichts besonderes, war aber für den Preis zu erwarten, für Haus oder zum Sport ok. Aber der chic fehlt einfach verarbeitet. 	0
7001	Leider fehlen Pailetten. Ein an sich wirklich schönes Kleid. Leider fehlten bei meiner Lieferung auf einer Seite der oberen Häfte die gesamten ! Pailetten! Produkt geht darum natürlich zurück. 	0
7101	Entspricht leider in keinster weise den angezeigten Bildern. Keiner der gelieferten Tangas entspricht den Bildern, einer war zu groß und im allgemeinen fallen die Tangas zu groß aus, sie sind zwar günstig und nicht schlecht verarbeitet, aber wenn man 36/38 drauf schreibt, sollte das auch drin sein.... für mich als 36 sind sie doch eine nummer zu groß und fallen somit eher als 38 aus, einer davon war 40/42, ist aber doch genauso ausgefallen wie die anderen..... von mir eher keine empfehlung 	0
7201	Für Babys die sich nicht bewegen. Wir können damit wenig anfangen, denn sie bleiben nicht dort wo sie sollen. Rutschen andauernd während dem krabbeln hinunter bis zum Knöchel. Bleiben weder auf der Hose noch ohne Hose bei den Knien. Wenn sich ein Baby nicht viel bewegt kann man es ja machen, aber sonst eher nicht zu empfehlen. Vielleicht sind sie auch für dickere Babys gedacht, bei meinem klappt es jedenfalls nicht. 	0
7301	Schöner Jumpsuit mit Qualitätsmängeln. Schöner Jumpsuit, aber leider nach dem ersten Tragen schon der Träger abgerissen. Qualität ist nicht so überragend, Nähte ebenfalls nicht. 	0
7401	Naja. Nach ein paar mal waschen kaum noch zu tragen. Stoff wird immer dünner ,zudem schneiden die Bünde in die Oberschenkel. Selbst für den Preis nicht dauerhaft zu empfehlen. 	0
14001	Pünktlich. Sehr gut gefällt mir 	1
14101	Cool cool cool. Super Motiv, gute Druckqualität und kommt super bei den Leuten an. Das Shirt hat eine gute Qualität, wird bestimmt lange halten. In den Rezensionen hat jemand geschrieben es fällt klein aus, das stimmt nicht. Hatte mir deshalb die L bestellt, eine M hätte gereicht. Der Schnitt ist nicht eng, an heißen Tagen ist es damit erste Wahl. Ich würde es auf jeden Fall wieder kaufen. 	1
14201	Sehr hübsche Tücher. Echt süß und auch nach mehrmaligem Waschen farbecht. Ist einfach schöner, ein buntes Spucktuch im Wohnzimmer zu haben als die klassischen weißen ;) 	1
14301	Sofort wieder. Diese Brille ist einfach gut. Habe mir diese Brille gekauft und genau das bekommen wie es beschrieben ist. Schaut Mega gut aus. Und Etui, Stofftüte und Brillenputz sind auch dabei. Gerne wieder 	1
14401	sehr zufrieden. Die Bluse sitzt perfekt und der Stoff ist schön dünn und leicht. Es ist sauber vernäht und sieht sehr schick und edel aus. Die Größe passt perfekt und muss nicht extra eine Nummer größer bestellt werden. Ich trage sie sehr gerne und hab sie auch schon oft gewaschen, es gab kein auswaschen der Farben oder verziehen des Stoffes. 	1
14501	Nur zu empfehlen. Nachdem mein Mann sich immer gewehrt hat Thermowäsche zu tragen, habe ich ihm irgendwann diese Unterhosen mit den passenden Hemden gekauft....long story short: er trägt beides jeden Tag! 	1
