800016,0
800022,0
800031,0
800038,0
800060,0
800152,0
800166,0
800169,0
800178,0
800280,0
800282,0
800308,0
800329,0
800361,0
800465,0
800473,0
800526,0
800560,0
800575,0
800623,0
800646,0
800658,0
800659,0
800663,0
800678,0
840020,0
840048,0
840161,0
840202,0
840223,0
840238,0
840256,0
840284,0
840288,0
840310,0
840324,0
840398,0
840423,0
840429,0
840453,0
840481,0
840535,0
840560,0
840574,0
840635,0
840698,0
840705,0
840746,0
840778,0
840834,0
920094,1
920125,1
920173,1
920174,1
920191,1
920220,1
920248,1
920276,1
920292,1
920296,1
920357,1
920363,1
920385,1
920393,1
920420,1
920429,1
920447,1
920474,1
920501,1
920503,1
920556,1
920566,1
920582,1
920627,1
920643,1
960021,1
960070,1
960114,1
960154,1
960228,1
960240,1
960249,1
960260,1
960288,1
960289,1
960315,1
960325,1
960392,1
960440,1
960502,1
960519,1
960532,1
960541,1
960563,1
960565,1
960589,1
960617,1
960633,1
960681,1
960684,1
