ID	text	label
400011	Décevant. Cet article ne m'a jamais été livré !!!!!!!!! Heureusement que je me suis prise longtemps a l'avance pour commander et ne pas être coincée si jamais 	0
400018	ATTENTION ARNAQUE !!!. J'ai reçu ce produit dans un état déplorable : - 3 angles sur 8 sont enfoncés - 1 tiroir est fendu - Les 4 montants de la façade avant sont décollés et/ou cassés Lors de la livraison, le colis était intact et l'objet bien protégé. Cela veut dire que ce produit a été envoyé en l'état... Le manque de rigueur et de professionnalisme de la part de SoBuy est tout simplement scandaleux !!! 	0
400019	1 sur 2 est cassée. Le culot est déformé, impossible à visser 	0
400020	Article non reçu !. Le produit est noté comme livré depuis le 31 juillet mais je n’ai rien reçu...... 	0
400022	Jamais reçu. Je n’ai jamais reçu le produit 	0
400040	Trop petit. J'ai renvoyé l'article car trop petit pour contenir ma boîte à repas, du coup impossible de rapprocher les bords du sac pour fermer la fermeture.. 	0
400058	Produit pas conforme à la demande. Non la taille du produit ne correspondait pas et la matière non plus. Je suis en attente pour retourner ce produit. Depuis le signalement à Amazon pour le retour de ce produit, plus aucune nouvelle. Cela fait 3 semaines...!!! J'attends 	0
400061	Jamais reçu la commande. Je n'ai jamais reçu l'affiche, aucun avis dans la boîte aux lettres et aucune nouvelle de la part du transporteur. Il me semble qu'un remboursement serait le bienvenu... 	0
400062	Ambre de la baltique en plastique!!!!. Ambre de la baltique en plastique, ultra cassant. Impossible de conseiller cet achat. à éviter Bref, ce n'est pas de l'ambre 	0
400068	Reçu avec anneaux cassés. Produit défectueux. 2 anneaux cassés sur les 3. Je ne recommande pas 	0
400070	Mauvaise qualité. Ne tient pas du tout, le matériel de fixation fournit avec est à jeter car impossible de faire tenir l'étagère avec . Très déçue de la qualité de la tablette en elle même 	0
400073	Sos commande. Quel point relais ???????merci de me tenir informer .. j étais chez moi hier et je n ai rien entendu 	0
400091	Ne convient pas à tout style de porte. Le boudin ne ce met pas pour TOUT style de porte comme il est inscrit. J’ai du les donner vu qu’il ne convient pas pour ma porte d’entrée. Dommage. Je ne recommande pas 	0
400098	Sachets jamais reçus. Nous avons commandé ces sachets pour mettre les dragées dedans à l'occasion de notre mariage. Le mariage étant passé depuis 4 mois, nous n'avons toujours rien reçu et le vendeur ne répond pas!!! Donc pas non plus eu de remboursement!!! 	0
400100	Vol des produits. Le livreur a pose le colis dans le hall de l’immeuble. Le colis a ete ouvert par quelqu’un qui a vole les produits. Comment se fait il que Amazon autorise le livreur a laisse trainer un colis ? Qui va me rembourser ? 	0
400102	Photo de l'objet non contractuel. Photo de l'objet non contractuel j'ai reçu un cube en fond jaune plastique détail noir aucun effet or l'article que j 'ai reçu se vend sur Amazone en 5 et 10 euro de moins 	0
400111	un petit oubli. bonjour la bande de tissus qui applique la peinture possède une GROSSE couture longitudinale cette couture fait une marque sur le mur tous les tours de rouleau donc ... des marques a rattraper a chaque passage donc produit NUL 	0
400115	Aucun effet sur les moustiques et insectes. Ne sert à rien: elle n'attire pas les moustiques. Et elle fait du bruit. 	0
400121	nul. ne diffuse rien et siffle quand on l'allume 	0
400127	Un article pas très résistant ! Très déçue !. Après quinze mois d'utilisation, le séchoir présente des signes d'usure et une barre s'est dessoudée. Quelles sont les durées de garantie d'utilisation ? 	0
400128	jamais reçu. je viens de voir que cette commande a été livrée le 10 octobre, hors je n'ai rien vu dans ma boite aux lettres comme le dit le descriptif de l'expédition. J'ai reçu les autres commandes précédentes sans soucis.... vous avez mes coordonnées pour me donner les consignes à faire, j'attends de vos nouvelles, cordialement, Cathy Monin 	0
400135	N'a fonctionné qu'une heure !!!. Au bout d'une heure (voire moins pour certaines guirlandes) les leds ne fonctionnent plus... Elles commencent à éclairer de moins en moins et puis plus rien ! et ça sur TOUTES les guirlandes ! 	0
400138	Quelle tristesse.... La paroi vitrée s'est fissurée moins d'une heure après la mise en service. Est-il possible de l'échanger? 	0
400141	Pas conforme aux descriptifs. Pas de taie d’oreiller!!! Quel dommage ☹️ Plutôt plat, manque de plumes. Déçu par mon achat, surtout que ce n’est pas donné! 	0
400153	température. bonjour le cafe n'est pas chaud mais pas chaud du tout qu'es que je fait de cette cafetière 	0
440012	Mauvaise qualité. Mauvaise qualité de décolle en 1 seconde, batons trop court design Pas terrible. Ne recommande pas. 	0
440020	Déçue. La plaque serait parfaite si elle n était pas arrivé plier pas de protection déçue 	0
440021	Utile mais peu pratique. J'ai acheté cette boîte parce que j'en avais assez du jambon et des tranches de fromage qui dessèchent au frigo ou necessitent un suremballage. Elle remplit sa fonction, mais n'est pas pratique du tout. Bien plus chère que ses concurrentes la qualité n'est pourtant pas au rendez vous: on ne peut mettre les aliments qu'au milieu sinon impossible de fermer, les charnières sautent dès qu'un aliment dépasse 2 cm... Du coup, pour y placer des tranches de fromage, ce n'est pas l'idéal. 	0
440028	joli mais.... Esthétique pratique à tenir et utiliser mais, difficile à nettoyer et difficile à remonter pour l'utilisation suivante. dommage il pourrait être bien 	0
440034	pas top. Déçu par la luminosité très faible ne permettant pas de lire les pages correctement. Ne tient pas fixé aux pages du livres trop petit pour atteindre et éclairer toute la page 	0
440035	Déçue, mauvaise qualité. Mauvaise qualité Il y a un collier sur les images (que vous n'avez pas à la réception) sinon la boite est très jolie mais est très fragile 	0
440037	Mauvais produit. Mauvais qualité il marche deux jours ou trois et après ça saute 	0
440038	question. impossible de changer le code , le boitier est resté bloqué ouvert y a t il une astuce? 	0
440054	Décevant !. Ne fonctionne pas bien pour les légumes durs ( carotte, betterave crue...) J'obtiens une espèce de charpie, et les piques servant à maintenir le légume abîment le produit, sans pour autant lui permettre de tourner dans l'appareil. Je n'ai pas encore testé avec les légumes mous comme les courgettes 	0
440062	pas assez opaque. Pas assez opaque. la lumière me réveille malgré le masque. dommage. par contre il est bien doux et j'aime le design. 	0
440070	Fuite. Onze mois après j'ai une fuite sur l'arrivé d'eau sur le sélectionneur d'eau chaude eau froide réparation par rivets provisoire 	0
440078	Ne Pas acheter n'importent quoi. Au début je pensais faire une affaire un dressings pas cher et facile à monter mais il s'avère très fragile en peux pas accroché beaucoup de vêtements pas solides de tout 	0
440079	bof bof. quel dommage , le poids de l'abat -jour fait le pencher en avant ,quand vous regardez de coté l'abat jour va en dedans il regarde le mur , du coup rien a voir avec la photo ,c 'est moche , c'est de la tole tres fine au niveau du support j'ai peur que ça lache bref , système de fixation pas comme sur la photo deux gros vis visible sur le support et non sur le coté comme montré sur la photo , bref il va falloir bricoler pour essayer de redresser les 4 appliques que j'ai acheté ... déçu ... 	0
440083	produit conforme mais.... Le produit est conforme, j'ai monté un jeu sur de mes VTT. Le deuxième jeu qui est arrivé en même temps est voilé. Je dois donc recommander un deuxième jeu. Pour le prix pas le temps d'aller à la poste pour le renvoyer.. 	0
440089	Avis mitigé. Première utilisation très satisfaisante, premier lavage en machine très décevant, bac déformé! Retour pris en charge par Amazon. 	0
440093	Corde à linge pour séchoir intérieur seulement. Corde à linge fragile et pas à utilisé pour l extérieur je le déconseille pour y pendre des draps de bain lourd 	0
440097	un peu déçu. Je suis effectivement un peu déçu de cet oreiller. J'ai pris celui-ci car il y avait beaucoup d'avis positif déçu, mais ceux-ci sont peu être un peu exagéré.. Je teste cet oreiller toutes les nuits et les toutes premières nuits étaient certes agréable mais maintenant, soit depuis environs deux semaines, l'oreiller est de plus en plus dur. Je le tourne à chaque fois pour avoir une meilleur sensation. C'est un peu dommage de payer une trentaine d'euros pour avoir une planche en bois au bout de quelques jours.. Au tout début, l'odeur est pas trop agréable, mais se cache avec une housse en plus. Puis après 2 semaines l'odeur part complètement. Donc, en bref ; Mauvaise odeur au début puis passe La qualité part à la même vitesse que l'odeur Trente euros passé pour quinze jours de belles nuits Résultat : PASSABLE 	0
440104	Colis retard. Je tenais à vous prévenir que j'ai reçu mon colis en retard. Mais je ne suis pas contente car le livreur ma laisser les colis devant ma porte de chez moi, j'aurais pu me faire voler les colis et je ne sais pas comment cela est arriver car je suis dans une résidence sécurisée. Don il ne peut pas accéder à mon étage. Pas contente de la livraison 	0
440106	Ventouses plus collante serai mieux. Bon produit dans l'ensemble mais très gros problème avec les ventouses les joints à l'intérieur ne tienne pas et sa tombe juste avec un gobelet vide c abuser vu le prix 	0
440112	Pas si solide.... Je suis déçue de la qualité de ces assiettes, 2 sont arrivées abîmées, et elles ne sont pas si résistantes. Je pensais avoir une qualité supérieure. 	0
440119	Bien dans l'ensemble. Bien pour faire des loisirs créatifs. Moi j'ai fait une sorte de mobile pour bébé. Ça rend assez bien. Mais il faut savoir les pompoms sont très petits même pas 2cm de diamètre et les couleurs assez fades maos à ce prix là c'est déjà bien. Cela dépend ce qu'on veut faire avec 	0
440126	passez votre chemin. pour le prix difficile d'avoir de la qualité, produit de mauvaise qualité, les lames de bois sont collées entre elle donc se décolle facilement à cause de l'eau, le vernis s'en va dès les premières utilisation rendant votre lavabo tout jaunâtre je déconseille cet article 	0
440135	Bof. Ça semble assez solide mais les attaches se détachent (!!!) d'elles même, et assez facilement. Pratique pour des choses pas lourdes / importantes, mais bon, c'est vraiment pas très pratique au final. 	0
440141	Eclairage défectueux. Acheté 9€ dans une vente flash.... mais le bouton on/off du senseur ne fonctionne pas, il éclaire la nuit. Retour à l'expéditeur. 	0
440148	Kit pédicure. Appareil qui fait un peu gadget. Il ne m'a pas convaincu , je ne recommande pas 	0
520003	Ca va, ca passe. C'est du plastique chinois on ne peut donc pas demander a ce que cela soit parfait, mais ca donne une touche de couleur sympa. 	1
520006	Conforme. J’ai reçu des rondins de différentes tailles mais qui étaient conforme à la description. Au niveau de la qualité : j’adore, j’ai hâte de les utiliser 	1
520010	Tres bon produit. Très bien, conforme à la description et à l'attente du produit. Je recommande cet article pour rafraîchir une chambre par exemple. 	1
520016	Fonctionnel !. Très pratique ! Peut contenir tout un repas sans problème. J'y ajoute un petit pack de congélation pour maintenir au frais et le froid se maintient bien du matin jusqu'au midi. Par contre, après un an d'utilisation quotidienne, une fuite est apparue sur un des coins. Dommage. 	1
520021	Pratique, nomade et simple.. Conforme à mes attentes. Je l'ai acheté il y a plusieurs mois et il fonctionne toujours (je l'utilise occasionnellement pour l'instant mais je pense l'utiliser plus avec les beaux jours). Une fois qu'on a compris comment ça marche, c'est parti ! Il mixe plutôt bien, il faut secouer bien sûr, et selon les fruits que j'utilise j'ajoute un peu de lait d'amande voire du sirop d'agave si nécessaire, et c'est un délice ! Tellement rapide et pratique car nomade (je l'emmène au boulot et mixe au dernier moment) ! Je n'ai pas encore essayé avec des légumes, mais la saison des tomates arrivent, à moi les gaspachos à emporter ! ;) Par contre, en lisant certains commentaires, je me permets de preciser qu'il faut être dotée d'un peu de bon sens : il paraît logique qu'il ne faille pas immerger la partie moteur et électronique dans l'eau au moment du lavage de l'appareil !!! Tout se démonte, se lave facilement et passe au lave-vaisselle, SAUF effectivement la petite lame qu'il suffit de prendre soin de nettoyer sans trop mouiller le reste du bloc moteur... Petit hic par contre : le goulot est peu trop large pour boire directement (c'est faisable mais pas génial), ce qui est pourtant pratique en mode nomade ! Pour plus de praticité donc, il faut verser sa préparation dans un verre quand on en a un à portée de main, mais ça fait de la vaisselle en plus... 	1
520028	Bonne état. Le cadre est en parfaite état. Hâte de l’utiliser le jour J. 	1
520030	Parfait sauf couteaux peu tranchants. Couverts achetés il y a quelques mois déjà, font très bien l'affaire, les couteaux ne tranchent pas assez à mon goût mais au vu du descriptif c'était plutôt prévisible, pour le reste aucun souci, passent au lave vaisselle, design sympa tout en restant assez sobre... j'en ai repris un lot ! 	1
520034	Ressemblant!. Achat pour offrir. Le produit est très ressemblant avec la lune, les taches sur la photo sont les cratères de la lune! 	1
520036	Tres bon rapport qualité prix. Tres bon rapport qualité prix , il faut juste le resserrer de temps en temps .sinon il est parfait 	1
520039	bon produit. Article reçu après le délai annoncé. Les aiguilles glissent bien et n'accrochent pas le tissu comme d'autres peuvent le faire. Têtes très petites mais fidèles aux photographies du site. 	1
520049	Lampe de chevet turin tactile. Celle-ci est mieux que le jeu de 2 lampes de chevet tactiles, fonctionne très bien, pratique et pas de défaut. Note de 4 pour la qualité. 	1
520062	Très pratique. Très pratique, j'y entrepose les fruits et les yaourts à boire et une dans la salle de bain pour les gels douche. Ils sont en plastique dur et sont très résistants. 	1
520064	Très bien. Pas de notice seul point négatif sinon très belle et bien faite 	1
520077	Rayures superficielles. Mais ça ne devrait pas poser problème. Livré plusieurs jours en avance. 	1
520094	Bon ramasse miettes. La finition du produit n'est pas des meilleures, normale vu le prix. Par contre en ce qui concerne sa principale fonction, je n'ai rien à redire ! C'est parfait ! Je recommande ce produit. 	1
520101	Parfait. Parfait pour garder ses plats chauds pendant des heures! Le seul problème est qu’il peut être très dur à ouvrir avec la chaleur qui fait ventouses avec le couvercle .. astuce pour garder bien chaud votre plat : verser de l’eau bouillante pendant 5 à 10min puis mettre la boîte bien chauffée au micro onde! 	1
520105	Je recommande. Un peu compliqué pour la première utilisation . Après c'est top. 	1
520120	la qualité du produit est excellente.. Nettoyer et teinter un beau parquet ancien, c'est parfait. Par contre la livraison a mis un temps fou, pour recevoir la moitié de ma commande, fantaisiste ! Par contre le solde reçu très rapidement. Cela coûte une étoile, dommage. 	1
520121	Content de mon choix. Avec son socle lourd et son réglage en hauteur , ce ventilateur me convient parfaitement. J'aurais aimé qui y est une vitesse intermédiaire entre la vitesse 0 et 1. car en vitesse 1 il ventile fort et de faite, est un peu bruillant. 	1
520123	tres bien. tres pratique avec des étiquettes. bien emballés 	1
520128	Bonne qualité. Pour ma tablette très bien 	1
