ID	text	label
400023	Il ne coupe rien. Appareil complètement inutile, il peigne mais ne coupe aucun poil. Je le déconseille fortement. 	0
400057	bracelet. Je viens de l'offrir a ma fille pour son anniversaire. Il y a que la moitie d'un bracelet de secours dans la boite. Bravo aux agents qui contrôlent les expéditions. 	0
400060	Pacotille. Trop difficile à installer. Blessant pour le poignet 	0
400067	Service clientèle et livraison médiocre. Ça fait presque deux mois que j’ai payé l’article et TOUJOURS PAS REÇU !!!on m’a dit Après un mois qu’ils allaient me le relivrer et toujours rien reçu quand tu le commandes ils te disent max 4 jours 	0
400089	Colis vide.... Mon colis est arrivé vide.... Avec un mot de l a poste qui m explique qu il ont reconditionné le produit suite a une détérioration durant le traitement dans leur réseau... Que dois je faire pour recevoir ma commande, parce que pour le moment je n'ai ni mon argent ni mon article... 	0
400103	Pas très pratique.. Pas facile de monter la barre. Mais semble solide. Les fermoirs en étoile se desserrent pendant l'utilisation... bref je ne le recommande pas. 	0
400110	article stoppé par la douane. Je ne l'ai pas reçu 😣 	0
400119	quel arnaque !!!. j'ai commandé cet article que je n'ai jamais reçu. une véritable arnaque. je déconseille d'acheter cet article. c'est une honte. 	0
400155	Article non recu. Je nai pas recu l article sois disant posé dans ma boîte au lettre 	0
400166	A éviter d'urgence!. Je l'ai utilisé pendant presque 1 an et j'avoue que j'en était satisfaite... Puis j'ai vu que le plastique utilisé était très toxique, alors je m'en suis débarrassée. 	0
400184	Déçu. Produit non conforme à la description j’ai reçu un garde boue arrière alors que la description stipulait qu’il s’agissait d’un garde boue arrière. 	0
400211	Qualité médiocre - utilisé 5 fois seulement. Qualité très médiocre. Un écouteur est resté bloqué dedans résultat en le sortant il s’est ouvert et les câbles électriques se sont tous cassés !! 	0
400232	Casque pas conforme. Il manque la prise jack donc impossible de le brancher sur la ps4 comme indiqué sur le descriptif! Très déçue 	0
400243	Pneus plein compliqué a installer. Impossible a mettre ! Il faut être plusieurs et encore c'est vraiment compliqué. 	0
400259	trop petit. montage simple sur un vélo de course mais pas visible et beaucoup trop petit. Ce produit n'a aucun intérêt je le démonte et vais racheter autre chose... 	0
400266	Hyper déçue. Je suis hyper déçue de cette montre. Si je pouvais ne donner aucune étoile je le ferai. Trop de promesses non tenues, elle ne calcule que les pas. Finalement on achète que la marque et c’est trop cher pour le peu qu’elle fasse. Je passe deux heures de sport et elle ne détecte aucune activité ( vélo, tapis,...) rien d’extraordinaire. 	0
400283	Problème. Problème impossible d’enregistrer mon SUR NON ?? Comment faire ?? 	0
400319	Bof. Il y a un ptit trou et l'eau coule par la quand mes enfants boivent!!! Du coup ils mettent le doit dessus pour ne pas être mouillé. Ce n'est pas pratique! Et ce n'est indiqué nul part 	0
400357	Article non reçu. Je n'ai pas reçu l'article et souhaite donc un remboursement car du coup je l'ai acheté ailleurs car c'est une pièce de sécurité importante du siège auto de mon fils. 	0
400393	Suite à une promo, j'en ai commandé 5 pour ma salle...Je n'ai jamais été livré.. Je n'ai jamais été livré. Une grosse déception. 	0
400395	Sac de douche. Fuite au niveau de la pomme de douche, fuite au niveau du sac. Pomme de douche en plastique ultra fin donc très fragile. Bouton fermeture pomme de douche fuit et donc ne ferme pas l'eau. A déconseillé 	0
400435	Manque le joint sur le bouchon. Article reçu rapidement en revanche il manque le joint sur le bouchon!! Pouvez-vous me renvoyer un joint s’il vous plaît ? 	0
400479	A éviter à tout prix. Nulle nulle nulle. N’est pas du tout étanche !!! On s’est pris la pluie et on était complètement mouillés. Qui pourrait croire qu’il est possible d’achter une tente encore plus perméable que du papier !!! 	0
400569	Couteau cassé. Le couteau est casser 	0
400589	Ouverture de l' appareil. Pas de collage entre les divers éléments, s' ouvrent au premier clic et impossible des les ajuster, donc achat nul ! 	0
440003	Rien. Déçu de mon achat , ça ne correspond pas à l'image c'est de la pub mensongère 	0
440033	moyen. colis bien recu, des la premiere utilisation le bracelet s'est cassé au niveau de la clef usb. tres fragile, n'a pas pu etre remplacé 	0
440039	Pas très pratique. Pas très pratique a mettre dans la piscine. Nage différente par rapport à un pull ou standard 	0
440084	sacoche. la sacoche est trop petite c'est vraiment dommage, devrait mettre la taille dans les commentaires car pas d'utilité du coup et j'ai l'impression de mettre fait avoir 	0
440098	PROBLEME AVEC LE MONITEUR. NOUS SOMMES TOUJOURS DANS L'ATTENTE DU MONITEUR DE REMPLACEMENT ET NOUS NE SOMMES VRAIMENT PAS SATISFAITS 	0
440178	5 mois de durée de vie (pour 6,5 km par jour). Après 5 mois d'utilisation "normale" les soudures aluminium ont lâchés entre le plateau (deck) et le système qui permet de la plier. Une fois les deux parties séparées on s'aperçoit que les soudures ne rentrent pas dans la matière, synonyme de mauvaise qualité. Pourtant, tout n'est pas mauvais sur cette trottinette ! Les roulements sont bons et globalement les suspensions font leur travail. Mon conseil : n'achetez que si vous êtes légers (je fais 70kg et pourtant...) et que la route que vous empruntez est sans obstacles notables. 	0
440183	drapeau????. Bonjour le drapeau commandé n'est pas perforé, surprise je ne sais pas si cela s'appelle un drapeau. Je pense a le changer 	0
440242	Photo.non conforme. Il est minuscule. Rien à voir avec la photo. C du papier bulle à l'intérieur !! 	0
440259	Pas très hermétique. Assez déçu de ce modèle car le joint dans le couvercle n'est pas très hermétique. Le couvercle ne tient pas bien car j'ai déjà eu des éclaboussures avec la pression de l'eau chaude ( thé ). Déjà acheter un autre modèle de tumbler dans cette marque et je n'ai pas eu de soucis. Peut-être que j'ai eu la mauvaise série, je ne sais pas mais je ne pense pas reprendre ce modèle à l'avenir. 	0
440329	Fitbit Alta. La livraison était bien en avance merci. Malheureusement, l'article n'a pas été suffisamment décrit et ne répond pas vraiment à mes besoins !! 	0
440330	Je ne recommande pas .. Produit dans l'ensemble correct seul problème le rangement ... Vendeur très désagréable je ne recommande pas ... 	0
440408	Très petit. Minuscule, Retourné. 	0
440422	Mauvaise qualité. mauvaise qualité ! Je ne le recommande pas ! 	0
440439	Déçu. Pas d'effet de sudation. Dommage 	0
440489	Decu que les delais de livraison ne doit pas respecté. Je ne pas évalué ce produit car je ne l ai toujours pas reçu. Et d ailleurs je déçu. Car la date était prévu pour le lundi 18 décembre et on et jeudi 21 décembre et toujours rien ça devait être le cadeau de Noël de mon fils. 	0
440498	Anecdotique. Fragile, plus anecdotique qu'autre chose. 	0
440524	Tres peu robuste. 5 mois d'utilisation et puis le petit clip s'est cassé voir la photo, dommage que se soit si fragile. Je ne recommande pas ce produit. 	0
440545	Déception !. Nous avons ce trampoline depuis quelques années et nous sommes déçus par la qualité. Le Coussin de protection épais est sensé résister au temps et au U.V. mais nous l'avons oublié cet hiver et depuis, le coussin s'est désagrégé complètement. La fermeture éclair est cassée et les attaches plastique du filet aussi. Nous sommes trop déçus ! 	0
440586	Vélo d’appartement neuf ou occasion?. Appareil endommagé présente des pièces forcé réglage de la puissance ne fonction pas les goupilles pas de tout pratique. Valeur très supérieur à la qualité espérer, je suis dessus. 	0
440590	Pas adapté à toutes la mâchoires. Produit qui a l'air solide mais ne convenant pas à ma mâchoire 	0
440640	Pas etanche. Très bonne qualité du produit pour le tarif et intensité de l'éclairage conforme. Néanmoins les 2 trappes de recharge usb sont fermées par 2 caoutchouc sous dimensionnés qui ne tiennent pas du tout. Donc laisse présager une durée de vie limitée 	0
440659	Corset. Le corset n'est pas à ma taille il me serre en bas mais à partir du milieu il est grand donc acheté pour rien 	0
440668	Un peu déçu. Il ne tient pas aussi chaud que cela. J'ai du acheter un autre mug isotherme. J'y croyais vraiment. Dommage. Merci 	0
440686	Embout est cassé. L'embout qui se fixe sur la valve ne tient plus. Bref, la qualité est entre moyenne et médiocre. 	0
440726	Pas assez costaud, les tampons blancs (en contact avec la mâchoire inférieure) se sont arrachés au bout de 5 entraînements .. les tampons blancs (en contact avec la mâchoire inférieure) se sont arrachés au bout de 5 entraînements ... Je suis déçue. Mon ancien protège-dents était différent mais aussi un Venum, et il m'a duré beaucoup plus longtemps ... 	0
520005	Securité. Cet article est efficace pour assurer la sécurité des cyclistes et notamment en cette saison ou la nuit tombe vite. Facile d'utilisation, il correspond à la description qui en est faite. 	1
520025	Très bon thermos mais la peinture s'écaille au premier choc. La fonction thermos chaud ou froid est de bonne qualité, les liquides restent à températures pendant plusieurs heures. L'objet est beau et de qualité correcte par contre la peinture s'écaille facilement c'est dommage. 	1
520065	poulies. L'utilisation de ces poulies est d'accrocher une bâche. Correspond à la commande. 	1
520086	Bon produit.. Une toile pratique pour faire des petits montages vidéo. Très bonne qualité. 	1
520112	Mouai. Tres difficile à nettoyer. Ne pas faire de plat avec du sucre car il caramélise et bonjour pour le retirer. C trop une galère après il es trop souple mais cela ne reste que mon avis 	1
520212	très bien. elle fait le job . J'ai acheté cette boussole pour débuter dans la course d'orientation ... fonctionne très bien ! 	1
